empresa,subcta,tipo_obs,numero_obs,observacion,usuarientrada,dataalta,empresa_id,subcta_id,name
1,4000066,11,1,"2013 +3%. 2012 +3%, 2011 +5%, 2010 +0%, 2009 +3%, 2008 +4%",,2014-09-03,1,1_4000066,1_4000066_11_1
1,4301069,90,3,MAR/14 ABSORVIDA POR SEAT SA,,2014-09-03,1,1_4301069,1_4301069_90_3
1,4301683,11,1,HORARIO DE 07:00-17:30,,2014-09-03,1,1_4301683,1_4301683_11_1
1,4000439,2,1,HORARIO 7-13:30H Y 15-18:30H,,2014-09-03,1,1_4000439,1_4000439_2_1
1,4000453,11,1,HORARIO 07:300-13:30 y 15:00-18:30,,2014-09-03,1,1_4000453,1_4000453_11_1
1,4301446,91,2,***JSF CERRO EN 2013***,,2014-09-03,1,1_4301446,1_4301446_91_2
1,4301315,90,2,***JSF CERRADA 2013***,,2014-09-03,1,1_4301315,1_4301315_90_2
1,4000027,1,1,ER-ENVIAT C/E. 09/06/2014 CANVI FORMA PAGAMENT A XEC,,2014-09-03,1,1_4000027,1_4000027_1_1
1,4300999,11,1,***JSF CERRADA***,,2014-09-03,1,1_4300999,1_4300999_11_1
1,4301661,11,1,***JSF CERRADA SE HA JUNTADO CON ELECTROZIN***,,2014-09-03,1,1_4301661,1_4301661_11_1
1,4301054,11,1,***JSF CERRADA***,,2014-09-03,1,1_4301054,1_4301054_11_1
1,4301637,11,1,***JSF CERRADA***,,2014-09-03,1,1_4301637,1_4301637_11_1
1,4301675,11,2,***JSF CERRADA***,,2014-09-03,1,1_4301675,1_4301675_11_2
1,4301538,11,1,***JSF CERRADA***,,2014-09-03,1,1_4301538,1_4301538_11_1
1,4000720,11,1,GRUPO MC2000,,2014-09-03,1,1_4000720,1_4000720_11_1
1,4300104,11,2,VICTRANSA Srta. Elena tel. 944499458 elena@vascochistu.es,inagasa2,2015-04-27,1,1_4300104,1_4300104_11_2
1,4301401,11,1,***JSF CERRADA 2013***,inagasa2,2014-09-22,1,1_4301401,1_4301401_11_1
1,4301247,99,2,30/09/2014 - FAR.13000134 PASSAT A CLIENTS DE DUBTOS COBRAME,inagasa1,2014-10-01,1,1_4301247,1_4301247_99_2
1,4000611,15,1,13/09/21 horario de L-J de 07:00-24:30 y V de 07:00-13.30,inagasa2,2021-09-13,1,1_4000611,1_4000611_15_1
1,4301555,11,1,ANTES COMEGA SA (CERRADA) CONTINUA EL HIJO,inagasa2,2014-09-23,1,1_4301555,1_4301555_11_1
1,4301555,11,2,FALTA CONFIRMAR FORMA DE PAGO,inagasa2,2014-09-23,1,1_4301555,1_4301555_11_2
1,4000724,90,1,CHEQUE NOMINATIVO A NOMBRE DE FRANCISCO GUIRADO,inagasa2,2014-10-09,1,1_4000724,1_4000724_90_1
1,4300062,11,2,*JSF CERRADA*,inagasa2,2014-10-24,1,1_4300062,1_4300062_11_2
1,4300920,11,2,**DSSA CERRADA 2012***,inagasa2,2014-10-27,1,1_4300920,1_4300920_11_2
1,4300891,11,1,***JSF CERRADA***,inagasa2,2014-11-03,1,1_4300891,1_4300891_11_1
1,4301734,90,1,ENVIAR FACTURA A LA 2º DIRECCION ATT.DPTO.ADMINISTRACION,inagasa2,2014-11-10,1,1_4301734,1_4301734_90_1
1,4300977,11,1,**JSF 13/04/2012 CERRO**CROMODER,,2014-09-03,1,1_4300977,1_4300977_11_1
1,4300977,11,2,CAMBIO NOMBRE A CONCEPTCROM SL,inagasa2,2014-11-14,1,1_4300977,1_4300977_11_2
1,4000417,99,1,"VT.25/06/2014  -67,88.-Eur. EN EL CAS DE NOVES COMANDES MO- ",inagasa1,2014-11-28,1,1_4000417,1_4000417_99_1
1,4000417,99,2,DIFICAR FORMA DE PAGAMENT A XEC.,inagasa1,2014-11-28,1,1_4000417,1_4000417_99_2
1,4300019,99,1,FACTURA POR PEDIDO + ENVIAR FACTURES PER c/e.,,2014-09-03,1,1_4300019,1_4300019_99_1
1,4301429,91,1,AVANÇAR FACTURES PER CORREU ELECTRÓNIC.,inagasa1,2015-01-08,1,1_4301429,1_4301429_91_1
1,4301735,99,1,JSF. c/e.-ENVIAR FACTURA ABANS DEL DIA 20 PER COBRAR EL 30,inagasa1,2015-01-20,1,1_4301735,1_4301735_99_1
1,4000720,11,2,HORARIO 08:00-13:30  15:00-19:00,inagasa2,2015-01-21,1,1_4000720,1_4000720_11_2
1,4000520,1,1,01/01/2015 CANVI NOM ,inagasa1,2015-01-21,1,1_4000520,1_4000520_1_1
1,4000574,99,1,ABSORVIDA PER (520) BETICO COMPRESSORS S.A.U. 01/01/2015,inagasa1,2015-01-21,1,1_4000574,1_4000574_99_1
1,4301067,11,1,***JSF CERRADA***,inagasa2,2015-01-28,1,1_4301067,1_4301067_11_1
1,4300228,99,1,FRA. QUINCENAL- enviar factures correu electrònic rrentero,,2014-09-03,1,1_4300228,1_4300228_99_1
1,4300172,1,1,06/02/2015- rebuda notificació risc -0.-Euros.,inagasa1,2015-02-06,1,1_4300172,1_4300172_1_1
1,4000685,11,1,**JUBILADO**,inagasa2,2015-02-11,1,1_4000685,1_4000685_11_1
1,4000711,11,1,FEB/2015 CAMBIA NOMBRE,inagasa2,2015-02-16,1,1_4000711,1_4000711_11_1
1,4000711,11,2,ANTES SHANGHAI HUAXIA INTERNATIONAL TRADING CO LTD,inagasa2,2015-02-16,1,1_4000711,1_4000711_11_2
1,4300228,20,1,19/02/2015- CREDITO Y CAUCION - RIESGO NADA-,inagasa1,2015-02-19,1,1_4300228,1_4300228_20_1
1,4301690,91,1,ENVIO FACTURAS: CBI Business Services ,inagasa1,2015-03-04,1,1_4301690,1_4301690_91_1
1,4300267,20,1,19/02/2015 - CREDITO Y CAUCION- CONCEDE 60.000.-EUR.,inagasa1,2015-02-19,1,1_4300267,1_4300267_20_1
1,4301690,91,2,"                                Av.5 de Outubro 146,2º Andar",inagasa1,2015-03-04,1,1_4301690,1_4301690_91_2
1,4000699,1,1,SUMITEC.BCN - JUANJO DAVILA JIMENEZ DNI.35060147M (2015),inagasa1,2016-01-12,1,1_4000699,1_4000699_1_1
1,4301580,11,2,OCT/15 SE FUSIONA CON FEDERICO FERRER  CREANDO:,inagasa2,2015-10-07,1,1_4301580,1_4301580_11_2
1,4000479,91,1,18/03/15 STOCK APROX 1 PZ TI GR4 1x1000x500 DEL PED 15000133,inagasa2,2015-03-18,1,1_4000479,1_4000479_91_1
1,4300617,99,2,BASTIDORS  NOUS FACTURA A PART (NO QUINCENAL) -LAURA,inagasa1,2015-03-25,1,1_4300617,1_4300617_99_2
1,4301540,11,1,***JSF CERRADA 2012***,inagasa2,2015-04-14,1,1_4301540,1_4301540_11_1
1,4000230,11,1,AHORA PASA A COVER APLICACIONES,inagasa2,2015-05-06,1,1_4000230,1_4000230_11_1
1,4301580,11,3,THOMAS COSMETICA DE ESPAÑA SLU -4301767-,inagasa2,2015-10-07,1,1_4301580,1_4301580_11_3
1,4300847,11,1,OCT/15 SE FUSIONA CON MAR EXPLOT CREANDO:,inagasa2,2015-10-07,1,1_4300847,1_4300847_11_1
1,4300847,11,2,THOMAS COSMETICA DE ESPAÑA SLU -4301767-,inagasa2,2015-10-07,1,1_4300847,1_4300847_11_2
1,4301164,11,2,***JSF OCT/15 CERRADA***,inagasa2,2015-10-21,1,1_4301164,1_4301164_11_2
1,4301410,11,1,***JSF OCT/15 CERRADA***,inagasa2,2015-10-21,1,1_4301410,1_4301410_11_1
1,4301506,11,1,***JSF CERRADA 2014***,inagasa2,2015-11-25,1,1_4301506,1_4301506_11_1
1,4300194,99,1,ENVIAR FACTURA PER CORREU ELECTRONIC,inagasa1,2015-11-26,1,1_4300194,1_4300194_99_1
1,4300871,11,1,HORARIO L-J 08:00-13:00 Y 15:00-18:00 V 08:00-14:00,inagasa2,2015-12-01,1,1_4300871,1_4300871_11_1
1,4301017,90,1,FACTURA POR PEDIDO,,2014-09-03,1,1_4301017,1_4301017_90_1
1,4301370,11,1,***JSF CERRADA 2007***,inagasa2,2016-01-27,1,1_4301370,1_4301370_11_1
1,4301138,11,1,***CERRADA***,inagasa2,2016-02-29,1,1_4301138,1_4301138_11_1
1,4301578,11,1,****JSF CERRADA AGOSTO/14****,inagasa2,2016-03-01,1,1_4301578,1_4301578_11_1
1,4301723,50,1,ERF- CONSULTAT RISC. LIMITAT A 0 -L'ANY 2015 VAN TENIR UN,inagasa1,2016-03-08,1,1_4301723,1_4301723_50_1
1,4301723,50,2,"SINISTRE, QUE JA ESTA PAGAT. PERO COM ES UNA EMPRESA NOVA",inagasa1,2016-03-08,1,1_4301723,1_4301723_50_2
1,4301723,50,3,NO TENEN NUMEROS I NO LA PODEN VALORAR-,inagasa1,2016-03-08,1,1_4301723,1_4301723_50_3
1,4300847,50,1,LIMITACIO CREDITO Y CAUCION de 90.000.- passa a 54.000.-,inagasa1,2016-03-10,1,1_4300847,1_4300847_50_1
1,4301537,11,1,ANTES: GAS GAS MOTOS SA,inagasa2,2016-03-24,1,1_4301537,1_4301537_11_1
1,4300870,11,1,***JSF CERRADA***,inagasa2,2016-04-04,1,1_4300870,1_4300870_11_1
1,4301084,11,2,***DSS CONCURSO ACREEDORES Y LIQUIDACION MARZO/13**,inagasa2,2016-04-11,1,1_4301084,1_4301084_11_2
1,4301630,11,4,ABRIL/16 FUSION CAMBIO NOMBRE A marpesa sl,inagasa2,2016-04-14,1,1_4301630,1_4301630_11_4
1,4301938,11,1,***JSF SIN ACTIVIDAD***,inagasa2,2016-04-20,1,1_4301938,1_4301938_11_1
1,4300346,11,1,**JSF CERRADA 2012**,inagasa2,2016-04-21,1,1_4300346,1_4300346_11_1
1,4300358,11,1,***JSF CERRADA 1999***,inagasa2,2016-04-21,1,1_4300358,1_4300358_11_1
1,4300554,11,1,***JSF CERRADA***,inagasa2,2016-04-21,1,1_4300554,1_4300554_11_1
1,4300601,11,1,***JSF SIN ACTIVIDAD 2011***,inagasa2,2016-04-21,1,1_4300601,1_4300601_11_1
1,4301166,11,1,***JSF,inagasa2,2016-04-21,1,1_4301166,1_4301166_11_1
1,4301652,11,2,11/05/2016 INOPRERATIVA PASA BASE DATOS A INPRISA,inagasa2,2016-05-11,1,1_4301652,1_4301652_11_2
1,4300939,11,1,***JSF CERRADA***,inagasa2,2016-05-13,1,1_4300939,1_4300939_11_1
1,4300642,11,1,***JSF CERRADA 2012***,inagasa2,2016-05-13,1,1_4300642,1_4300642_11_1
1,4301171,11,1,***JSF CERRADA 2014+++,inagasa2,2016-05-13,1,1_4301171,1_4301171_11_1
1,4301140,11,1,***JSF CERRADA***,inagasa2,2016-05-13,1,1_4301140,1_4301140_11_1
1,4301646,98,1,Última factura pasada incidencia a CREDITO Y CAUCION- cobrat,inagasa1,2016-05-18,1,1_4301646,1_4301646_98_1
1,4000637,11,1,HORARIO DE 08:00-20:00,inagasa2,2016-06-10,1,1_4000637,1_4000637_11_1
1,4301097,91,1,FACTURA QUINCENAL - enviar por correo electrónico- ,inagasa1,2016-06-10,1,1_4301097,1_4301097_91_1
1,4301522,99,1,PORTES PAGADOS Y CARGADOS EN FRA,inagasa2,2016-06-16,1,1_4301522,1_4301522_99_1
1,4000729,11,1,JULIO/16 Crean nueva empresa TECNO-SLING SL Dom.Cerdanyola,inagasa2,2016-06-17,1,1_4000729,1_4000729_11_1
1,4000729,11,2,BANDATEX cambia domicilio a LA GORNAL,inagasa2,2016-06-17,1,1_4000729,1_4000729_11_2
1,4301763,90,1,SIEMPRE INDICAR Nº DE OT EN LOS ALBARANES ,inagasa2,2016-06-17,1,1_4301763,1_4301763_90_1
1,4000662,11,1,**FEBR/16 EN CONCURSO DE ACRREDORES**,inagasa2,2016-06-22,1,1_4000662,1_4000662_11_1
1,4301097,11,1,HORARIO CARGA Y DESCARGA DE 07:00-16:00 NAVE1(ROJA),inagasa2,2016-06-28,1,1_4301097,1_4301097_11_1
1,4301030,11,1,JULIO/16 NUEVA EMPRESA PARA LA ACTIVIDAD DE TRATAMIETOS,inagasa2,2016-06-29,1,1_4301030,1_4301030_11_1
1,4301030,11,2,RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES SL ,inagasa2,2016-06-29,1,1_4301030,1_4301030_11_2
1,4301030,11,3,LA PASA A RECO RECUBRIMIENTOS ELECTROLITOS SL,inagasa2,2016-06-29,1,1_4301030,1_4301030_11_3
1,4000255,15,1,HORARIO: L-J 08:00-13:00 y 15:00-17:30 y V 08:00-14:00,inagasa2,2019-06-25,1,1_4000255,1_4000255_15_1
1,4301205,11,1,***JSF CERRADA***,inagasa2,2016-09-13,1,1_4301205,1_4301205_11_1
1,4100188,90,3,A 01/09/2016 CAMBIA DE NOM,inagasa1,2016-10-07,1,1_4100188,1_4100188_90_3
1,4100188,90,4,AUREN ADVOCATS I ASSES.BARCELONA SL NIF-B08932402,inagasa1,2016-10-07,1,1_4100188,1_4100188_90_4
1,4301780,99,1,ENVIAR FACTURA: CBI Business Services,inagasa1,2016-10-24,1,1_4301780,1_4301780_99_1
1,4000548,90,1,31/07/2016 HIRSCHER MANAGEMENT S.L. B66022187 (TANCA),inagasa1,2016-10-10,1,1_4000548,1_4000548_90_1
1,4301780,99,2,                                 Av.5 de Outubre 146 2º Anda,inagasa1,2016-10-24,1,1_4301780,1_4301780_99_2
1,4301780,99,3,                                1050-100 LISBOA (PORTUGAL),inagasa1,2016-10-24,1,1_4301780,1_4301780_99_3
1,4301030,20,1,CONVERSACIÓN TELEFONICA SRTA. MERCHE CANVIO FORMA DE ,inagasa1,2016-11-02,1,1_4301030,1_4301030_20_1
1,4301030,20,2,PAGO PASA DE RECIBO DOMICIALIDO A TRANSFERENCIA. ,inagasa1,2016-11-02,1,1_4301030,1_4301030_20_2
1,4301097,12,1,NOVEMBRE/2016 CANVI NOM I NIF (ELECTROZINC DEL VALLES S.L.,inagasa1,2016-11-22,1,1_4301097,1_4301097_12_1
1,4301097,12,2,NIF. B66153347),inagasa1,2016-11-22,1,1_4301097,1_4301097_12_2
1,4300532,11,1,"HORARIO L-J 07:00-13:00  15:00-18:00, V 07:00-14:00",inagasa2,2016-12-02,1,1_4300532,1_4300532_11_1
1,4301650,11,1,***JSF CERRADA ENERO/2015***,inagasa2,2016-12-13,1,1_4301650,1_4301650_11_1
1,4301447,11,1,**JSF CERRADA++,inagasa2,2016-12-23,1,1_4301447,1_4301447_11_1
1,4301206,11,1,DSS 03/01/17 CAMBIO FORMA PAGO POR TRANSF. ANTES CHEQUE,inagasa2,2017-01-03,1,1_4301206,1_4301206_11_1
1,4300949,11,1,***JSF CERRADA 2007/2008***,inagasa2,2017-01-03,1,1_4300949,1_4300949_11_1
1,4300996,11,1,***JSF CERRADA 2011***,inagasa2,2017-01-03,1,1_4300996,1_4300996_11_1
1,4301081,11,1,***JSF CERRADA 2008***,inagasa2,2017-01-03,1,1_4301081,1_4301081_11_1
1,4301174,11,1,***JSF CERRADA 03/2016***,inagasa2,2017-01-24,1,1_4301174,1_4301174_11_1
1,4301155,11,1,***JSF EMPRESA EN LIQUIDACION**,inagasa2,2017-01-24,1,1_4301155,1_4301155_11_1
1,4000401,11,2,"2005 +5% - 2006 +5% - 2007 +4% - 2008 +4,5% -2011 +3% - ",,2014-09-03,1,1_4000401,1_4000401_11_2
1,4301787,90,1,ENVIAR A PORTE PAGADO Y CARGAR EN FACTURA,inagasa2,2017-03-22,1,1_4301787,1_4301787_90_1
1,4301308,11,1,**JSF CERRADA 2014**,inagasa2,2017-03-28,1,1_4301308,1_4301308_11_1
1,4301085,15,1,***JSF EN LIQUIDACION***,inagasa2,2017-04-28,1,1_4301085,1_4301085_15_1
1,4300065,15,1,***JSF CERRADA****,inagasa2,2017-04-28,1,1_4300065,1_4300065_15_1
1,4300661,15,1,***JSF CERRADA 04/2006***,inagasa2,2017-06-01,1,1_4300661,1_4300661_15_1
1,4301264,15,1,**JSF HAN CERRADO TUCAN Y    SIGUEN EN EL MISMO SITIO**,inagasa2,2017-06-13,1,1_4301264,1_4301264_15_1
1,4301712,15,1,***JSF EMPRESA CERRADA JUNTO TURCAN***,inagasa2,2017-06-13,1,1_4301712,1_4301712_15_1
1,4000745,90,1,FACTURAS INFERIORES A 200 SON AL CONTADO,inagasa2,2017-06-21,1,1_4000745,1_4000745_90_1
1,4301660,1,1,CREDITO Y CAUCION- Rieso NADA les consta com extinguida,inagasa1,2017-07-04,1,1_4301660,1_4301660_1_1
1,4301792,15,1,PROYECTO REALIZADO POR IMDEA,inagasa2,2017-07-28,1,1_4301792,1_4301792_15_1
1,4000622,11,1,HORARIO DE 08:00-14:00 Y DE 15:00-17:30 (10:00-10:30 DESAY),inagasa2,2017-09-25,1,1_4000622,1_4000622_11_1
1,4301753,15,1,***JSF CERRADA***,inagasa2,2017-09-28,1,1_4301753,1_4301753_15_1
1,4300637,10,1,***OCT/17 ENTRA EN CONCURSO DE ACREEDORES**,inagasa2,2017-10-10,1,1_4300637,1_4300637_10_1
1,4300006,91,1,***JSF CERRADA 2016***,inagasa2,2017-10-20,1,1_4300006,1_4300006_91_1
1,4300156,15,1,***JSF CERRADA 2014***,inagasa2,2017-10-20,1,1_4300156,1_4300156_15_1
1,4300172,15,1,***CERRADA ENE/2017***,inagasa2,2017-10-20,1,1_4300172,1_4300172_15_1
1,4300292,15,1,***JSF CERRADA JUL/2017***,inagasa2,2017-10-23,1,1_4300292,1_4300292_15_1
1,4300880,99,4,ENVIAR FACTURAS POR EMAIL,inagasa2,2017-10-25,1,1_4300880,1_4300880_99_4
1,4300844,15,1,***JSF CAMBIO NOMBRE A EXAMETAL Y CERRO 2014**,inagasa2,2017-10-31,1,1_4300844,1_4300844_15_1
1,4301108,15,1,***JSF CERRADA 2008***,inagasa2,2017-11-03,1,1_4301108,1_4301108_15_1
1,4301161,15,1,***JSF CERRADA 2016***,inagasa2,2017-11-03,1,1_4301161,1_4301161_15_1
1,4301499,15,1,***JSF CERRADA 2016***,inagasa2,2017-11-03,1,1_4301499,1_4301499_15_1
1,4301497,15,1,***JSF CERRADA 2014***,inagasa2,2017-11-03,1,1_4301497,1_4301497_15_1
1,4301512,15,1,***JSF CERRADA 2017***,inagasa2,2017-11-03,1,1_4301512,1_4301512_15_1
1,4301570,15,1,***JSF CERRADA 2016***,inagasa2,2017-11-09,1,1_4301570,1_4301570_15_1
1,4301608,15,1,***JSF CERRADA 2014***,inagasa2,2017-11-09,1,1_4301608,1_4301608_15_1
1,4301620,15,1,***JSF CERRADA 2014***,inagasa2,2017-11-09,1,1_4301620,1_4301620_15_1
1,4301706,15,1,***JSF CERRADA 2016***,inagasa2,2017-11-09,1,1_4301706,1_4301706_15_1
1,4301758,15,1,***JSF CERRADA 2017***,inagasa2,2017-11-09,1,1_4301758,1_4301758_15_1
1,4301585,15,1,**JSF CERRADA 2018**,inagasa2,2022-04-22,1,1_4301585,1_4301585_15_1
1,4300652,11,1,HORARIO DE 08:00-13:00 Y 14:00-17:30 VIERNES HASTA 14:30,inagasa2,2015-12-01,1,1_4300652,1_4300652_11_1
1,4301800,99,1,*ENVIAR FACTURA DIRECCIO ****MANRESA****,inagasa1,2017-11-30,1,1_4301800,1_4301800_99_1
1,4301704,15,1,*** 05/02/2018 CONCURSO ACREEDORES **,inagasa2,2018-02-06,1,1_4301704,1_4301704_15_1
1,4300502,15,1,***JSF CERRAD***,inagasa2,2018-02-22,1,1_4300502,1_4300502_15_1
1,4301409,15,1,***JSF CERRADA 2017***,inagasa2,2018-02-22,1,1_4301409,1_4301409_15_1
1,4301406,11,2,***JSF CERRADA 2015***,inagasa2,2018-02-22,1,1_4301406,1_4301406_11_2
1,4300927,15,1,DIC/16 CAMBIO NOMBRE POR FALLECIMIENTO AVELINA RUIZ ALONSO,inagasa2,2018-03-28,1,1_4300927,1_4300927_15_1
1,4000645,11,2,horario de L-J de 07:00-15:00 pero esta hasta l9:00         ,inagasa2,2018-04-04,1,1_4000645,1_4000645_11_2
1,4000645,11,3,y Viernes de 07:00-15:00,inagasa2,2018-04-04,1,1_4000645,1_4000645_11_3
1,4000746,90,1,A PARTIR 01/05/18 AUMENTO TARIFA 5%,inagasa2,2018-05-23,1,1_4000746,1_4000746_90_1
1,4000446,10,1,HORARIO DE 8:00-14:00 Y DE 15:00-18:00,inagasa2,2018-07-18,1,1_4000446,1_4000446_10_1
1,4300051,15,1,***JSF CERRADA/2016***,inagasa2,2018-07-25,1,1_4300051,1_4300051_15_1
1,4300536,16,1,***JSF EN CONCURSO DESDE 2008***,inagasa2,2018-07-25,1,1_4300536,1_4300536_16_1
1,4301097,12,3,JUL/18 CAMBIO NOMBRE ANTES GALVANICAS DAMAR SL,inagasa2,2018-07-26,1,1_4301097,1_4301097_12_3
1,4301817,15,1,HORARIO RECP.MERCANCIA L-J 08-13 y 15:17-30 V 08-12:30,inagasa2,2018-09-17,1,1_4301817,1_4301817_15_1
1,4301180,15,1,***JSF BAJA/2015***,inagasa2,2018-09-19,1,1_4301180,1_4301180_15_1
1,4300845,11,2,26/09/18 HORARIO DESCARGA DE 6h-13h Y 13h-17h,inagasa2,2018-09-26,1,1_4300845,1_4300845_11_2
1,4301194,15,1,*** JSF BAJA 2011 ***,inagasa2,2018-10-02,1,1_4301194,1_4301194_15_1
1,4301605,15,1,"***JSF EMPRESA CERRA, CONTINUA PRODUCC POR RODINSA**",inagasa2,2018-10-18,1,1_4301605,1_4301605_15_1
1,4301444,15,1,***JSF EXTINGADA EN 04/18***,inagasa2,2018-10-18,1,1_4301444,1_4301444_15_1
1,4000275,15,1,***EXTINGUIDA/2018***,inagasa2,2018-10-18,1,1_4000275,1_4000275_15_1
1,4300995,15,1,***EXTINGUIDA/2018***,inagasa2,2018-10-18,1,1_4300995,1_4300995_15_1
1,4000571,15,1,29/10/18 SERV.CONVENCIONAL 3000x1200x2200 Peso max 1500kg,inagasa2,2018-10-29,1,1_4000571,1_4000571_15_1
1,4000571,15,2,4000x400x400 Peso max 30kg,inagasa2,2018-10-29,1,1_4000571,1_4000571_15_2
1,4301473,91,2,ADELANTAR FRA. POR E-MAIL a anajulia@garrucho.com,inagasa2,2018-11-05,1,1_4301473,1_4301473_91_2
1,4000063,90,1,"TIENE 900/1000mm tubo D17,1x    para casquillos",inagasa2,2018-11-12,1,1_4000063,1_4000063_90_1
1,4300013,99,3,TELEFONIC: ENVIAR FACTURA PER CORREU ELECTRONIC ,inagasa1,2018-11-19,1,1_4300013,1_4300013_99_3
1,4302052,15,1,***JSF EXTINGIDA FEBR/2010***,inagasa2,2018-11-22,1,1_4302052,1_4302052_15_1
1,4301784,15,1,HORARIO ALMACEN DE 08:00-17:00,inagasa2,2018-11-29,1,1_4301784,1_4301784_15_1
1,4000684,15,1,2019 AUMENTO 10%,inagasa2,2018-12-03,1,1_4000684,1_4000684_15_1
1,4000712,15,1,"2019 +2,8% - ",inagasa2,2019-01-24,1,1_4000712,1_4000712_15_1
1,4301369,99,1,FER FACTURA AMB DATA ENTREGA. (NO ESPERAR A FINAL DE MES),inagasa1,2019-02-06,1,1_4301369,1_4301369_99_1
1,4300016,90,1,XRF MEJOR CABEZAL PP SALIDA LATERAL,inagasa2,2019-02-08,1,1_4300016,1_4300016_90_1
1,4301779,15,1,ESCAPES JAN--ERGONOMIG-,inagasa2,2019-03-19,1,1_4301779,1_4301779_15_1
1,4300712,90,1,ENVIO FACTURAS: administracion@vac-tron.es,inagasa2,2019-03-26,1,1_4300712,1_4300712_90_1
1,4000683,11,1,HORARIO de 08:30-14:00 y de 15:00-17:30 Viernes 08:00-15:00,inagasa2,2016-07-18,1,1_4000683,1_4000683_11_1
1,4301764,15,1,HORARIO DE 8:30-17:00,inagasa2,2019-05-24,1,1_4301764,1_4301764_15_1
1,4000746,15,1,HORARIO L-J DE 08:30-14:00 y 15:00-18:00 y V DE 08:00-15:00,inagasa2,2019-06-20,1,1_4000746,1_4000746_15_1
1,4000683,11,2,HORARIO de 08:30-14:00 y de 15:00-17:30 Viernes 08:30-15:00,inagasa2,2019-09-02,1,1_4000683,1_4000683_11_2
1,4301522,99,2,HAN DE RECIBIR LAS FACTURAS ANTES DE FINAL DE MES DE LA ENTR,inagasa2,2019-09-18,1,1_4301522,1_4301522_99_2
1,4301522,99,3,"INDICAR EN FRA, Nº PEDIDO, DIRECC.ENVIO, SUS CODIGOS ART",inagasa2,2019-09-18,1,1_4301522,1_4301522_99_3
1,4301522,99,4,FACTURA POR PEDIDO,inagasa2,2019-09-18,1,1_4301522,1_4301522_99_4
1,4300019,99,2,HORARIO RECEPCIÓN DE 06:00 A 22:00,inagasa2,2019-09-25,1,1_4300019,1_4300019_99_2
1,4300726,15,1,HORARIO de L-J d08:30-14:00 Y 15:00-17:30 y V de 08:30-14:00,inagasa2,2019-09-26,1,1_4300726,1_4300726_15_1
1,4000723,15,1,***2019 EN LIQUIDACION***,inagasa2,2019-11-06,1,1_4000723,1_4000723_15_1
1,4000712,15,2,2020 +3%,inagasa2,2019-12-20,1,1_4000712,1_4000712_15_2
1,4000663,15,1,2019 CONCURSO ACREEDORES,inagasa2,2020-01-07,1,1_4000663,1_4000663_15_1
1,4000663,15,2,23/12/19 ADQUIRIDA POR INNOMETAL 2019 SL -cambio nombre-,inagasa2,2020-01-07,1,1_4000663,1_4000663_15_2
1,4000549,15,1,01/01/2020 ANTES DHL PARCEL BARCELONA SPAIN SLU,inagasa2,2020-01-14,1,1_4000549,1_4000549_15_1
1,4300019,99,3,10/02/20 HORARIO RECEPCIÓN DE 06:00 A 14:00,inagasa2,2020-01-28,1,1_4300019,1_4300019_99_3
1,4300160,15,1,FREB/20 HORARIO 07:00-13:: y 15:00-18:00 nave 3,inagasa2,2020-02-13,1,1_4300160,1_4300160_15_1
1,4301609,11,2,ENERO/20 DE L-J de 07:00-17:00 y VIERNES de 07:00-15:00,inagasa2,2020-02-14,1,1_4301609,1_4301609_11_2
1,4000735,15,1,HORARIO DE 08:00-13:00 y de 15:00-18:00,inagasa2,2020-02-17,1,1_4000735,1_4000735_15_1
1,4301129,90,2,***JSF CERRADA AGOST/2019***,inagasa2,2020-02-19,1,1_4301129,1_4301129_90_2
1,4000623,90,1,***JSF CERRADA AGOST/2019***,inagasa2,2020-02-19,1,1_4000623,1_4000623_90_1
1,4000592,15,4,09/03/2022 COMUNICADO AUMENTO +20% A PARTIR DE ESTA FECHA,inagasa2,2022-03-10,1,1_4000592,1_4000592_15_4
1,4300271,90,1,***JSF CERRADA***,inagasa2,2020-02-19,1,1_4300271,1_4300271_90_1
1,4301158,90,1,ENVIAR FACTURAS A A a.mejias@dh-iberica.com Y COPIA A,inagasa2,2020-02-25,1,1_4301158,1_4301158_90_1
1,4301158,90,2,facturacion@dh-iberica.com,inagasa2,2020-02-25,1,1_4301158,1_4301158_90_2
1,4301838,90,1,ENVIAR FACTURAS POR EMAIL,inagasa2,2020-04-15,1,1_4301838,1_4301838_90_1
1,4300776,15,1,ANTES ADVANCE ALLOY,inagasa2,2020-05-28,1,1_4300776,1_4300776_15_1
1,4301839,15,1,HORARIO L-J 07.00-15:00 V 07:00-14:00,inagasa2,2020-06-19,1,1_4301839,1_4301839_15_1
1,4000459,15,1,ANTES Hasta 2019    AMARI METALS IBERICA SLU,inagasa2,2020-09-18,1,1_4000459,1_4000459_15_1
1,4300981,90,1,***SEP/2020 CONCURSO ACREEDORES***,inagasa2,2020-09-22,1,1_4300981,1_4300981_90_1
1,4300220,92,1,***JSF EXTINGUIDA 2015***,inagasa2,2020-10-05,1,1_4300220,1_4300220_92_1
1,4300632,15,1,HORARIO 08:00-13:00  -  15:00-19:00,inagasa2,2020-10-14,1,1_4300632,1_4300632_15_1
1,4300735,15,1,***JSF EXTINGUIDA MAYO/2019***,inagasa2,2020-10-14,1,1_4300735,1_4300735_15_1
